,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
3627,Hyundai,2015,500000,70000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
3628,Mahindra,2006,170000,120000,Diesel,Individual,Manual,Second Owner,14.0,2523.0,83.0,7
3629,Isuzu,2019,2700000,10000,Diesel,Individual,Automatic,First Owner,13.8,2999.0,174.57,7
3630,Ford,2019,975000,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5
3631,Ford,2018,620000,15000,Petrol,Individual,Manual,First Owner,20.4,1194.0,94.93,5
3632,Honda,2019,1227000,5000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5
3633,Ford,2018,950000,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5
3634,MG,2019,1700000,16500,Petrol,Dealer,Automatic,First Owner,13.96,1451.0,141.0,5
3635,Maruti,2014,545000,110000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7
3636,Maruti,2011,400000,72000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5
3637,Maruti,2015,562000,60000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5
3638,Tata,2002,96000,120000,Diesel,Individual,Manual,First Owner,14.07,2956.0,83.1,7
3639,Mitsubishi,1999,155000,100000,Diesel,Individual,Manual,Third Owner,14.8,1998.0,68.0,5
3640,Ford,2015,590000,80000,Diesel,Individual,Manual,First Owner,25.01,1498.0,89.75,5
3641,Hyundai,2016,350000,120000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5
3642,Maruti,2017,484999,30000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5
3643,Tata,2015,240000,110000,Diesel,Individual,Manual,Second Owner,19.1,1405.0,70.0,5
3644,Toyota,2008,500000,219000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8
3645,Maruti,2017,300000,80000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5
3646,Maruti,2016,750000,80000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5
3647,Maruti,2016,574000,35000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5
3648,Tata,2013,200000,167000,Diesel,Individual,Manual,First Owner,22.3,1248.0,88.8,5
3649,Hyundai,2016,1100000,94000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5
3650,Hyundai,2012,350000,80000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5
3651,Maruti,1998,70000,100000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
3652,Ford,2005,120000,90000,Petrol,Individual,Manual,Second Owner,13.8,1299.0,70.0,5
3653,Toyota,2012,700000,246000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,7
3654,Maruti,2019,500000,10000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5
3655,Tata,2016,370000,90000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5
3656,Tata,2019,600000,5200,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5
3657,Maruti,2006,100000,120000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5
3658,Maruti,2013,409999,90000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5
3659,Honda,2016,750000,50000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.3,5
3660,Hyundai,2017,600000,5000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5
3661,Mahindra,2018,550000,10500,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6
3662,Renault,2018,950000,26000,Diesel,Individual,Manual,First Owner,19.6,1461.0,108.45,5
3663,Mahindra,2014,645000,139000,Diesel,Individual,Automatic,First Owner,11.79,2179.0,120.0,8
3664,Mahindra,2014,750000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7
3665,Mercedes-Benz,2006,650000,40000,Petrol,Individual,Manual,First Owner,11.7,1796.0,178.0,5
3666,Ford,2015,800000,25000,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,5
3667,Toyota,2010,350000,60000,Petrol,Individual,Manual,Second Owner,14.53,1798.0,138.0,5
3668,Ford,2015,700000,25000,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,5
3669,Maruti,2011,335000,15000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5
3670,Maruti,2012,270000,110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5
3671,Maruti,2010,320000,100000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5
3672,Hyundai,2007,120000,120000,Petrol,Individual,Manual,First Owner,17.8,1086.0,63.0,5
3673,Audi,2010,730000,55000,Petrol,Individual,Automatic,Second Owner,12.3,1781.0,163.2,5
3674,Maruti,2007,125000,120000,Petrol,Individual,Manual,Third Owner,15.0,1586.0,104.68,5
3675,Maruti,2007,150000,35000,Petrol,Individual,Manual,First Owner,18.2,1061.0,64.0,5
3676,Maruti,2018,310000,13000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5
3677,Maruti,2015,625000,50000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5
3678,Hyundai,2012,267000,40000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5
3679,Hyundai,2016,600000,25000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5
3680,Maruti,2011,180000,110000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,7
3681,Toyota,2019,700000,5000,Petrol,Individual,Manual,First Owner,23.87,1197.0,88.5,5
3682,Maruti,2013,121000,50000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
3683,Hyundai,2014,350000,80000,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5
3684,Toyota,2012,869999,225000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,8
3685,Maruti,2008,80000,100000,Petrol,Individual,Manual,Third Owner,17.3,1061.0,64.0,5
3686,Hyundai,2008,120000,93331,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5
3687,Mahindra,2012,370000,120000,Diesel,Individual,Manual,Second Owner,13.5,2179.0,115.0,5
3688,Nissan,2015,750000,70000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5
3689,Mahindra,2015,484999,100000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9
3690,Hyundai,2006,120000,90000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5
3691,Toyota,2016,3100000,90000,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,7
3692,Maruti,2019,750000,6500,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5
3693,Maruti,2010,350000,80000,Petrol,Individual,Manual,First Owner,11.96,1298.0,80.0,8
3694,Mahindra,2008,400000,100000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,7
3695,Toyota,2015,570000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5
3696,Hyundai,2012,180000,120000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5
3697,Opel,1998,68000,110000,Petrol,Individual,Manual,Third Owner,13.1,1598.0,77.0,5
3698,Skoda,2006,280000,150000,Diesel,Individual,Manual,Third Owner,18.7,1896.0,66.0,5
3699,Tata,2005,90000,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.1,1405.0,70.0,5
3700,Mercedes-Benz,2015,2600000,100000,Diesel,Individual,Automatic,Second Owner,15.26,2143.0,203.2,5
3701,Tata,2018,700000,63000,Diesel,Individual,Manual,First Owner,15.3,2956.0,83.83,7
3702,Mercedes-Benz,2016,1850000,40000,Diesel,Individual,Automatic,Second Owner,17.9,2143.0,136.0,5
3703,Ford,2015,685000,109000,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5
3704,Maruti,2015,565000,114000,Diesel,Dealer,Manual,First Owner,25.2,1248.0,73.94,5
3705,Skoda,2017,1600000,33000,Petrol,Dealer,Automatic,Second Owner,14.7,1798.0,177.5,5
3706,Hyundai,2014,395000,160000,Diesel,Dealer,Manual,Third Owner,24.0,1120.0,70.0,5
3707,Hyundai,2013,425000,101000,Diesel,Dealer,Manual,First Owner,21.9,1396.0,88.76,5
3708,Volkswagen,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,22.27,1498.0,108.6,5
3709,Hyundai,2016,1950000,45000,Diesel,Dealer,Automatic,Second Owner,16.38,1995.0,183.0,5
3710,Renault,2018,535000,31000,Petrol,Dealer,Automatic,First Owner,24.04,999.0,67.0,5
3711,Renault,2018,500000,31000,Petrol,Dealer,Manual,First Owner,23.01,999.0,67.0,5
3712,Maruti,2016,434999,55000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5
3713,Tata,2018,250000,55000,Petrol,Dealer,Automatic,First Owner,21.9,624.0,37.48,4
3714,Hyundai,2014,700000,117000,Diesel,Dealer,Manual,First Owner,22.32,1582.0,126.32,5
3715,BMW,2010,1100000,102000,Diesel,Dealer,Automatic,First Owner,19.62,1995.0,187.74,5
3716,Volkswagen,2012,900000,108000,Diesel,Dealer,Automatic,First Owner,17.42,1968.0,175.0,5
3717,Maruti,2015,425000,75000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5
3718,Mercedes-Benz,2011,1600000,74000,Diesel,Dealer,Automatic,First Owner,10.0,2148.0,170.0,5
3719,Ford,2013,325000,158000,Diesel,Dealer,Manual,First Owner,24.4,1499.0,98.96,5
3720,Tata,2019,1140000,10000,Diesel,Individual,Automatic,First Owner,21.5,1497.0,108.5,5
3721,Tata,2017,980000,53000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7
3722,Jeep,2017,1920000,20000,Diesel,Individual,Manual,Second Owner,16.3,1956.0,170.0,5
3723,Volkswagen,2020,808000,5000,Petrol,Individual,Manual,First Owner,18.24,999.0,108.6,5
3724,Maruti,2014,550000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5
3725,Maruti,2010,215000,64000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5
3726,Ford,2016,512000,10500,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5
3727,Maruti,2011,215000,50000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
3728,Skoda,2012,500000,60000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5
3729,Skoda,2015,700000,35000,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,5
3730,Tata,2012,525000,135000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7
3731,Mahindra,2011,550000,70000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,9
3732,Maruti,2016,750000,80000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5
3733,Maruti,2017,395000,25000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5
3734,Hyundai,2017,675000,5000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
3735,Hyundai,2008,140000,80000,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5
3736,Mahindra,2011,430000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,8
3737,Maruti,2014,300000,10000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
3738,Chevrolet,2013,355000,68000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5
3739,Maruti,2015,180000,35000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5
3740,Tata,2007,125000,50000,Petrol,Individual,Manual,First Owner,15.3,1193.0,65.3,5
3741,Maruti,2018,810000,29700,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5
3742,Hyundai,2018,671000,20000,Petrol,Individual,Automatic,First Owner,18.6,1368.0,98.63,5
3743,Maruti,2018,295000,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5
3744,Maruti,2017,850000,40000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7
3745,Maruti,2013,409999,90000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5
3746,Maruti,2015,600000,90000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7
3747,Mahindra,2015,600000,80000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7
3748,Maruti,2012,220000,60000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5
3749,Maruti,2013,550000,56000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5
3750,Mahindra,2014,650000,50000,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,8
3751,Mahindra,2014,655000,50000,Diesel,Individual,Manual,Second Owner,14.0,2523.0,75.0,9
3752,Tata,2006,130000,74000,Diesel,Individual,Manual,First Owner,13.7,1948.0,68.0,7
3753,Renault,2014,400000,123000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5
3754,Maruti,2009,155000,54000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5
3755,Tata,2013,250000,50000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5
3756,Hyundai,2014,400000,80000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5
3757,Datsun,2019,500000,10000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5
3758,Hyundai,2018,565000,10000,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5
3759,Ford,2018,900000,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5
3760,Mahindra,2017,650000,120000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7
3761,Mahindra,2013,600000,45000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7
3762,Maruti,2018,800000,35000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5
3763,Hyundai,2015,575000,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5
3764,Ford,2016,550000,40000,Petrol,Individual,Automatic,First Owner,17.01,1499.0,110.4,5
3765,Maruti,2011,190000,80000,Petrol,Individual,Manual,Third Owner,15.5,1586.0,103.3,5
3766,Ford,2017,750000,37000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5
3767,Maruti,2018,625000,22000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5
3768,Hyundai,2018,799000,60000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5
3769,Maruti,2013,300000,57000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5
3770,Maruti,2017,850000,27000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5
3771,Chevrolet,2012,130000,70000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5
3772,Maruti,2011,229999,40000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5
3773,Maruti,2015,400000,60000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5
3774,Mahindra,2018,900000,35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6
3775,Mahindra,2015,800000,70000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7
3776,Hyundai,2015,250999,43000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5
3777,Tata,2011,250000,110000,Petrol,Individual,Manual,Second Owner,15.0,1368.0,90.0,5
3778,Fiat,2009,100000,100000,Petrol,Individual,Manual,Second Owner,15.7,1172.0,67.0,5
3779,Maruti,2016,450000,64000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5
3780,Renault,2017,575000,96000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5
3781,Renault,2013,400000,96000,Diesel,Individual,Manual,First Owner,20.46,1461.0,83.8,5
3782,Maruti,2019,480000,7600,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5
3783,Maruti,2019,490000,7000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5
3784,Tata,2007,150000,120000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5
3785,Tata,2017,600000,50000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5
3786,Hyundai,2015,500000,50000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5
3787,Tata,2015,425000,80000,Diesel,Individual,Manual,First Owner,23.0,1248.0,88.7,5
3788,Hyundai,2003,108000,200000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5
3789,Toyota,2015,1030000,190000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7
3790,Maruti,2015,360000,34000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
3791,Volkswagen,2012,290000,80000,Petrol,Individual,Manual,Second Owner,16.47,1198.0,73.9,5
3792,Maruti,2003,70000,20000,Diesel,Individual,Manual,First Owner,15.9,1527.0,57.0,5
3793,Tata,2012,320000,70000,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.8,7
3794,Hyundai,2014,755000,29340,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5
3795,Ford,2011,215000,120000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5
3796,Toyota,2011,735000,200000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7
3797,Hyundai,2007,190000,70000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5
3798,Toyota,2014,1365000,80800,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8
3799,Honda,2018,675000,24265,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5
3800,Maruti,2014,438999,81000,Diesel,Dealer,Manual,First Owner,23.4,1248.0,74.0,5
3801,Renault,2015,550000,240000,Diesel,Individual,Manual,First Owner,19.98,1461.0,108.5,7
3802,Maruti,2013,409999,35000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5
3803,Renault,2019,350000,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
3804,Chevrolet,2012,135000,49000,Diesel,Individual,Manual,Third Owner,25.44,936.0,57.6,5
3805,Toyota,2016,1490000,56900,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.8,8
3806,Maruti,2014,520000,70000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5
3807,Maruti,2010,315000,180000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5
3808,Maruti,2010,235000,50000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5
3809,Hyundai,2005,80500,50000,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5
3810,Maruti,2013,375000,88200,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5
3811,Maruti,2006,189000,93000,Petrol,Individual,Manual,Second Owner,16.1,1197.0,85.0,5
3812,Honda,2017,550000,120000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5
3813,Ford,2011,260000,110000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5
3814,Maruti,2015,300000,40000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5
3815,Honda,2010,350000,120000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5
3816,Maruti,2019,892000,10000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5
3817,Fiat,2012,285000,70000,Diesel,Individual,Manual,Second Owner,20.3,1248.0,92.0,5
3818,Hyundai,2012,300000,60000,LPG,Individual,Manual,First Owner,19.2,1086.0,68.05,5
3819,Maruti,2016,620000,90000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5
3820,Maruti,2017,750000,90000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5
3821,Maruti,2016,270000,35000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5
3822,Hyundai,2012,300000,40000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5
3823,Tata,2011,220000,80000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5
3824,Maruti,2012,260000,99000,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,5
3825,Maruti,2019,600000,7500,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5
3826,Tata,2015,80000,60000,Petrol,Individual,Manual,First Owner,23.9,624.0,37.48,4
3827,Hyundai,2016,300000,40800,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5
3828,Tata,2015,300000,70000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5
3829,Mahindra,2016,400000,100000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,5
3830,Maruti,2016,550000,8588,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5
3831,Honda,2019,1200000,40000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5
3832,Ford,2015,500000,60000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5
3833,Maruti,2005,93000,80000,Petrol,Individual,Manual,Third Owner,15.9,1298.0,85.0,5
3834,Honda,2014,500000,110000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5
3835,Toyota,2018,670000,150000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5
3836,Toyota,2012,750000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7
3837,Maruti,2017,370000,30000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5
3838,Maruti,2012,100000,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
3839,Hyundai,2016,425000,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5
3840,Toyota,2006,370000,305000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,8
3841,Tata,2009,229999,212000,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7
3842,Maruti,2016,850000,35000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7
3843,Mahindra,2018,750000,22000,Diesel,Individual,Manual,First Owner,21.03,1461.0,65.0,5
3844,Tata,2010,235000,50000,Diesel,Individual,Manual,First Owner,10.71,1948.0,90.0,14
3845,Honda,2017,700000,70000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5
3846,Hyundai,2016,480000,56000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5
3847,Tata,2016,475000,50000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5
3848,Skoda,2015,610000,120000,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,5
3849,Toyota,2011,650000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8
3850,Honda,2017,800000,70000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5
3851,Tata,2015,520000,120000,Diesel,Individual,Manual,First Owner,11.57,2179.0,138.1,7
3852,Tata,2014,160000,90000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5
3853,Maruti,2018,1000000,70000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5
3854,Maruti,2015,700000,120000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7
3855,Honda,2017,590000,70000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5
3856,Maruti,2002,140000,80000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5
3857,Mahindra,2017,725000,100000,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,7
3858,Toyota,2017,1680000,157000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,7
3859,Maruti,2015,550000,50000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5
3860,Maruti,2012,240000,90000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5
3861,Chevrolet,2013,667000,65000,Diesel,Individual,Manual,First Owner,14.6,2231.0,184.0,7
3862,Honda,2017,670000,50000,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5
3863,Maruti,2015,550000,110000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5
3864,Maruti,2015,400000,30000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5
3865,Hyundai,2014,545000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5
3866,Maruti,2015,599000,70000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7
3867,Hyundai,2016,725000,100000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5
3868,Honda,2015,525000,120000,Petrol,Individual,Manual,Second Owner,17.4,1497.0,117.3,5
3869,Maruti,2011,204999,85000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5
3870,Skoda,2012,190000,110000,Diesel,Individual,Manual,First Owner,21.0,1199.0,75.0,5
3871,Hyundai,2015,310000,60000,Diesel,Individual,Manual,Fourth & Above Owner,24.0,1120.0,70.0,5
3872,Hyundai,2016,380000,90000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5
3873,Maruti,2012,204000,110000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5
3874,Hyundai,2018,350000,25000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5
3875,Volkswagen,2013,350000,100000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5
3876,Ford,2012,175000,120000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5
3877,Volkswagen,2011,340000,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5
3878,Honda,2017,950000,35000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.6,5
3879,Honda,2017,894999,35000,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5
3880,Tata,2014,350000,101200,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.83,7
3881,Tata,2005,100000,90000,Petrol,Individual,Manual,Second Owner,12.8,1396.0,85.0,5
3882,Maruti,2016,550000,76000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5
3883,Tata,2004,100000,60000,Diesel,Individual,Manual,Third Owner,16.1,1405.0,70.0,5
3884,Mahindra,2016,800000,90000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7
3885,Mahindra,2013,525000,80000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7
3886,Tata,2008,500000,179150,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.1,7
3887,Maruti,2003,42000,62000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4
3888,Maruti,2009,190000,160000,Petrol,Individual,Manual,Third Owner,17.5,1197.0,85.8,5
3889,Maruti,2019,694000,35000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5
3890,Mahindra,2016,861999,120000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7
3891,Honda,2017,650000,50000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5
3892,Maruti,2011,310000,70000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5
3893,Maruti,2013,360000,97000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5
3894,Maruti,2011,240000,90000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5
3895,Mahindra,2012,500000,84487,Diesel,Individual,Manual,Fourth & Above Owner,15.1,2179.0,140.0,7
3896,Toyota,2010,475000,100000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7
3897,Maruti,2007,100000,60000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5
3898,Maruti,2009,200000,110000,Petrol,Individual,Manual,Third Owner,15.0,1586.0,104.68,5
3899,Toyota,2006,430000,264000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8
3900,Mahindra,2010,245000,146000,Diesel,Individual,Manual,Fourth & Above Owner,14.0,2498.0,112.0,7
3901,Maruti,2014,450000,70000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5
